PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Hertneck Gerald,2465,Bayer Bernhard,2441,DRAW
Panteleev Petar,2239,Sulava Nenad,2441,DRAW
Gara Anita,2341,Fuchs Georg,2187,WHITE
Gruber Michael,2196,Kaspret Guido,2308,BLACK
Wuppinger Manfred,2073,Binder Moriz,2146,BLACK
Streiter Gerhard,1986,Baier Patrick,1954,DRAW
