PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Harringer Franz,2264,Krstic Uros,2439,BLACK
Biti Ozren,2376,Juergens Klaus,2140,WHITE
Roth Peter,2191,Palac Mladen,2561,BLACK
Brumen Dinko,2358,Scheiblmaier Robert,2184,WHITE
Besner Bernhard,2201,Ljubic Juro,2227,DRAW
Huber David,2122,Loeffler Christoph,2167,DRAW
