PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Berchtenbreiter Maximilian,2384,Perunovic Milos,2632,WHITE
Milanovic Danilo,2471,Nuber Blasius,2349,DRAW
Wachinger Guenther,2233,Sergeev Vladimir,2448,DRAW
Drabke Lorenz,2462,Hajdarevic Dino,2135,WHITE
Heinrich Thomas,2144,Thoma Robert,2350,DRAW
Novkovic Julia,2156,Georgiev Georgi,2107,BLACK
