PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Breder Dennis,2461,Milanovic Danilo,2506,DRAW
Sergeev Vladimir,2421,Atlas Valery,2444,DRAW
Gaertner Guntram,2280,Klocker Benedikt,2193,DRAW
Kanonier Clemens,2112,Atlas Dmitry,2177,DRAW
Jedlicka Robert,2095,Gsteu Peter,2146,DRAW
Proyer Enno,1956,Hofer Emilian,2046,DRAW
