PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Bayer Bernhard,2444,Burschowsky Matthias,2186,WHITE
Sucher Johannes,2198,Fuchs Georg,2230,BLACK
Blaas Hansjoerg,2261,Meier Alexander,2165,DRAW
Matt Stefan,2073,Gruber Michael,2205,DRAW
Kondrak Christof,2165,Lins Philipp,2067,WHITE
Niedermair Hannes,1990,Binder Moriz,2044,BLACK
