PlayerWhite,EloWhite,PlayerBlack,EloBlack,Winner
Palac Mladen,2581,Graf Felix,2478,DRAW
Jorczik Julian,2385,Biti Ozren,2353,Jorczik, Julian
Roeberg Frank,2249,Weindl Alfred,2331,DRAW
Dobosz Henryk,2389,Ruecker Benjamin,2269,DRAW
Ljubic Juro,2213,Bezler Rainer,2215,DRAW
Poettinger Harald,2212,Stoeckl Norbert,2094,Poettinger, Harald
