PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Berchtenbreiter Maximilian,2427,Bayer Bernhard,2444,DRAW
Fuchs Georg,2230,Koepke Christian,2336,BLACK
Bertagnolli Alexander,2333,Blaas Hansjoerg,2261,WHITE
Gruber Michael,2205,Levushkina Elena,2283,WHITE
Maurer Jochen,2262,Kondrak Christof,2165,WHITE
Binder Moriz,2044,Neuschmied Siegfried,2221,BLACK
