PlayerWhite,EloWhite,PlayerBlack,EloBlack,Winner
Graf Felix,2478,Durakovic Alman,2314,DRAW
Pitl Gregory,2387,Jorczik Julian,2385,DRAW
Weindl Alfred,2331,Velickovic Zoran,2398,DRAW
Wieneroiter Gerald,2140,Dobosz Henryk,2389,Dobosz, Henryk
Bezler Rainer,2215,Prodinger Johannes,1911,Bezler, Rainer
Jakob Tobias,1883,Poettinger Harald,2212,Poettinger, Harald
