PlayerWhite,EloWhite,PlayerBlack,EloBlack,Winner
Kessler Luca,2324,Graf Felix,2478,DRAW
Dobosz Henryk,2389,Bilchinski Anton,2260,DRAW
Mittelberger Peter,2203,Jorczik Julian,2385,DRAW
Tuncer Ufuk,2332,Quintero Ortega Carlos,2190,DRAW
Gauss Gustav,2182,Weindl Alfred,2331,Weindl, Alfred
Bezler Rainer,2215,Scheffknecht Philipp,2152,Bezler, Rainer
