PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Bertagnolli Alexander,2343,Krivoborodov Egor,2522,DRAW
Westermeier Arnulf,2266,Koepke Christian,2322,DRAW
Levushkina Elena,2299,Harringer Franz,2239,DRAW
Besner Bernhard,2211,Prediger Ruppert,2279,DRAW
Rusche Johannes,2274,Scheiblmaier Robert,2186,DRAW
Juergens Klaus,2161,Maurer Jochen,2254,BLACK
