PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Roth Peter,2191,Votava Jan,2524,BLACK
Lanka Zigurds,2432,Harringer Franz,2264,DRAW
Juergens Klaus,2140,Hausner Ivan,2378,BLACK
Platzgummer Fabian,2314,Scheiblmaier Robert,2184,DRAW
Besner Bernhard,2201,Tabernig Bernhard,2350,DRAW
Kupfner Franz,2178,Loeffler Christoph,2167,DRAW
