PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Zelbel Patrick,2395,Wegener Olaf,2437,DRAW
Zimmermann Ulrich,2272,Koepke Christian,2336,DRAW
Bertagnolli Alexander,2333,Pogan Nikolas,2293,DRAW
Hoellrigl Wilfried,2183,Rusche Johannes,2229,BLACK
Neuschmied Siegfried,2221,Hengl Christian,2214,WHITE
Jedinger Andreas,2169,Kranewitter Norbert,2047,WHITE
