PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Wegener Olaf,2437,Bayer Bernhard,2444,DRAW
Panteleev Petar,2306,Zimmermann Ulrich,2272,BLACK
Pogan Nikolas,2293,Fuchs Georg,2230,DRAW
Gruber Michael,2205,Hoellrigl Wilfried,2183,DRAW
Hengl Christian,2214,Kondrak Christof,2165,WHITE
Binder Moriz,2044,Jedinger Andreas,2169,WHITE
