PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Krassowizkij Jaroslaw,2408,Bayer Bernhard,2441,BLACK
Panteleev Petar,2239,Eisenbeiser Amadeus,2365,BLACK
Anistratov Dmitrij,2305,Fuchs Georg,2187,WHITE
Gruber Michael,2196,Mittelberger Peter,2203,DRAW
Quintero Ortega Carlos,2190,Binder Moriz,2146,BLACK
Streiter Gerhard,1986,Scheffknecht Philipp,2152,BLACK
