PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Berchtenbreiter Maximilian,2427,Breder Dennis,2461,DRAW
Baldauf Marco,2396,Zelbel Patrick,2395,DRAW
Koepke Christian,2336,Novkovic Milan,2381,BLACK
Kessler Luca,2238,Bertagnolli Alexander,2333,DRAW
Rusche Johannes,2229,Atlas Dmitry,2177,DRAW
Sandholzer Robert,2192,Neuschmied Siegfried,2221,DRAW
