PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Zelbel Patrick,2395,Medvegy Zoltan,2516,BLACK
Konnyu Janos,2314,Koepke Christian,2336,BLACK
Bertagnolli Alexander,2333,Ager Josef,2167,DRAW
Zoister Stefan,2240,Rusche Johannes,2229,WHITE
Neuschmied Siegfried,2221,Riediger Martin,2264,DRAW
Kuecher Wolfgang,2079,Steinbacher Thomas,2116,DRAW
