PlayerWhite,EloWhite,PlayerBlack,EloBlack,Winner
Nestorovic Nikola,2470,Graf Felix,2478,Graf, Felix
Dobosz Henryk,2389,Velickovic Zoran,2398,DRAW
Schramm Christian,2397,Jorczik Julian,2385,DRAW
Tuncer Ufuk,2332,Pitl Gregory,2387,DRAW
Durakovic Alman,2314,Weindl Alfred,2331,Weindl, Alfred
Bezler Rainer,2215,Huch Reiner,2277,DRAW
