PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Roth Peter,2191,Klocker Benedikt,2193,DRAW
Leutwyler Martin,2159,Harringer Franz,2264,DRAW
Juergens Klaus,2140,Novkovic Julia,2110,BLACK
Kanonier Clemens,2112,Scheiblmaier Robert,2184,DRAW
Loeffler Christoph,2167,Scheffknecht Philipp,2124,BLACK
Gsteu Peter,2146,Herrmann Michael,2115,DRAW
