PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Bayer Bernhard,2444,Serafimov Tervel,2425,DRAW
Graf Felix,2482,Panteleev Petar,2306,DRAW
Fuchs Georg,2230,Weindl Alfred,2344,DRAW
Dobosz Henryk,2371,Blaas Hansjoerg,2261,DRAW
Gruber Michael,2205,Poettinger Harald,2224,DRAW
Mira Helene,2066,Kondrak Christof,2165,DRAW
