PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Lammers Markus,2353,Zelbel Patrick,2395,DRAW
Koepke Christian,2336,Durakovic Alman,2272,BLACK
Huch Reiner,2334,Bertagnolli Alexander,2333,DRAW
Rusche Johannes,2229,Pflug Mathias,2298,DRAW
Wieneroiter Gerald,2156,Neuschmied Siegfried,2221,WHITE
Steinbacher Thomas,2116,Huber Wolfgang,2046,WHITE
