PlayerWhite,EloWhite,PlayerBlack,EloBlack,Winner
Graf Felix,2478,Votava Jan,2524,DRAW
Lanka Zigurds,2422,Jorczik Julian,2385,Lanka, Zigurds
Weindl Alfred,2331,Hausner Ivan,2332,DRAW
Platzgummer Fabian,2332,Dobosz Henryk,2389,DRAW
Bezler Rainer,2215,Tabernig Bernhard,2328,DRAW
Kroell Johannes,2196,Poettinger Harald,2212,Kroell, Johannes
