PlayerWhite,EloWhite,PlayerBlack,EloBlack,Winner
Votava Jan,2524,Nestorovic Nikola,2470,Votava, Jan
Velickovic Zoran,2398,Lanka Zigurds,2422,DRAW
Platzgummer Fabian,2332,Schramm Christian,2397,Schramm, Christian
Pitl Gregory,2387,Hausner Ivan,2332,DRAW
Tabernig Bernhard,2328,Durakovic Alman,2314,DRAW
Huch Reiner,2277,Kleissl Helmut,2295,Huch, Reiner
