PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Schramm Christian,2394,Panteleev Petar,2306,DRAW
Fuchs Georg,2230,Seyb Alexander,2355,DRAW
Lammers Markus,2353,Blaas Hansjoerg,2261,DRAW
Gruber Michael,2205,Durakovic Alman,2272,BLACK
Huch Reiner,2334,Kondrak Christof,2165,DRAW
Binder Moriz,2044,Pflug Mathias,2298,DRAW
