PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Loetscher Roland,2458,Krassowizkij Jaroslaw,2408,DRAW
Eisenbeiser Amadeus,2365,Bertagnolli Alexander,2343,BLACK
Koepke Christian,2322,Anistratov Dmitrij,2305,DRAW
Mittelberger Peter,2203,Rusche Johannes,2274,WHITE
Neuschmied Siegfried,2246,Quintero Ortega Carlos,2190,DRAW
Kranz Armin,2131,Kranewitter Norbert,2049,WHITE
