PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Bayer Bernhard,2441,Berchtenbreiter Maximilian,2384,BLACK
Nuber Blasius,2349,Panteleev Petar,2239,WHITE
Fuchs Georg,2187,Hajdarevic Dino,2135,WHITE
Meier Alexander,2186,Gruber Michael,2196,DRAW
Blaas Hansjoerg,2232,Sucher Johannes,2169,WHITE
Georgiev Georgi,2107,Streiter Gerhard,1986,DRAW
