PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Medvegy Zoltan,2516,Sergeev Vladimir,2421,BLACK
Mittelberger Peter,2264,Konnyu Janos,2314,BLACK
Dovzik Juri,2335,Leutwyler Martin,2159,DRAW
Novkovic Julia,2110,Ager Josef,2167,DRAW
Knechtel Roland,2205,Gsteu Peter,2146,DRAW
Proyer Enno,1956,Kuecher Wolfgang,2079,DRAW
