PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Graf Felix,2478,Hertneck Gerald,2465,BLACK
Sulava Nenad,2441,Jorczik Julian,2385,WHITE
Dobosz Henryk,2389,Farkas Richard,2236,DRAW
Gara Anita,2341,Abhau Jochen,2265,DRAW
Herbrechtsmeier Christof,2286,Kaspret Guido,2308,WHITE
Egger Martin,2061,Bezler Rainer,2215,WHITE
