PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Krassowizkij Jaroslaw,2408,Graf Felix,2478,WHITE
Abhau Jochen,2265,Eisenbeiser Amadeus,2365,DRAW
Anistratov Dmitrij,2305,Matt Fabian,2183,DRAW
Bezler Rainer,2215,Becker Matthias,2138,DRAW
Mittelberger Peter,2203,Poettinger Harald,2212,WHITE
Heilinger Dietmar,2159,Jussupow Nadia,2105,DRAW
