PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Berchtenbreiter Maximilian,2427,Roth Peter,2191,DRAW
Harringer Franz,2264,Zelbel Patrick,2395,BLACK
Bertagnolli Alexander,2333,Juergens Klaus,2140,DRAW
Scheiblmaier Robert,2184,Rusche Johannes,2229,BLACK
Neuschmied Siegfried,2221,Besner Bernhard,2201,DRAW
Loeffler Christoph,2167,Anibas Juergen,1989,DRAW
