PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Roth Peter,2191,Panteleev Petar,2306,BLACK
Fuchs Georg,2230,Harringer Franz,2264,DRAW
Juergens Klaus,2140,Blaas Hansjoerg,2261,DRAW
Gruber Michael,2205,Scheiblmaier Robert,2184,DRAW
Besner Bernhard,2201,Kondrak Christof,2165,DRAW
Binder Moriz,2044,Loeffler Christoph,2167,DRAW
