PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Brumen Dinko,2358,Zelbel Patrick,2395,BLACK
Bertagnolli Alexander,2333,Roeberg Frank,2226,DRAW
Mikulic Oliver,2132,Rusche Johannes,2229,BLACK
Neuschmied Siegfried,2221,Ljubic Juro,2227,DRAW
Stoeckl Norbert,2086,Steinbacher Thomas,2116,DRAW
Atzl Florian,1824,Hajdarevic Dino,2098,DRAW
