PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Wegener Olaf,2441,Zelbel Patrick,2441,DRAW
Bertagnolli Alexander,2343,Braeuer Franz,2387,BLACK
Pogan Nikolas,2284,Koepke Christian,2322,DRAW
Levushkina Elena,2299,Spornberger Maximilian,2347,BLACK
Jedinger Andreas,2105,Maurer Jochen,2254,BLACK
Kranewitter Norbert,2049,Hoellrigl Wilfried,2153,WHITE
