PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Kaspret Guido,2308,Froewis Georg,2434,WHITE
Kessler Luca,2324,Wuppinger Manfred,2073,WHITE
Egger Martin,2061,Novkovic Milan,2380,BLACK
Burschowsky Matthias,2208,Baier Patrick,1954,WHITE
Kampl Walter,1890,Atlas Dmitry,2220,BLACK
