PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Krassowizkij Jaroslaw,2408,Perunovic Milos,2632,DRAW
Milanovic Danilo,2471,Eisenbeiser Amadeus,2365,BLACK
Becker Matthias,2138,Sergeev Vladimir,2448,BLACK
Novkovic Julia,2156,Mittelberger Peter,2203,WHITE
Quintero Ortega Carlos,2190,Gsteu Peter,2060,WHITE
Ruescher Christian,2093,Kranz Armin,2131,WHITE
