PlayerWhite,EloWhite,PlayerBlack,EloBlack,Winner
Graf Felix,2478,Drabke Lorenz,2462,DRAW
Schmidlechner Alexander,2217,Jorczik Julian,2385,DRAW
Weindl Alfred,2331,Klocker Benedikt,2192,Klocker, Benedikt
Novkovic Julia,2156,Dobosz Henryk,2389,DRAW
Bezler Rainer,2215,Ruescher Christian,2093,Bezler, Rainer
Proyer Enno,1906,Poettinger Harald,2212,Poettinger, Harald
