PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Perunovic Milos,2632,Bayer Bernhard,2441,WHITE
Panteleev Petar,2239,Milanovic Danilo,2471,DRAW
Drabke Lorenz,2462,Blaas Hansjoerg,2232,WHITE
Gruber Michael,2196,Sergeev Vladimir,2448,BLACK
Thoma Robert,2350,Fuchs Georg,2187,WHITE
Binder Moriz,2146,Leutwyler Martin,2190,BLACK
