PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Zimmermann Ulrich,2272,Medvegy Zoltan,2516,BLACK
Konnyu Janos,2314,Pogan Nikolas,2293,DRAW
Heinzel Olaf,2366,Dovzik Juri,2335,DRAW
Ager Josef,2167,Hoellrigl Wilfried,2183,BLACK
Jedinger Andreas,2169,Knechtel Roland,2205,DRAW
Kuecher Wolfgang,2079,Moroder Stefan,2137,DRAW
