PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Serafimov Tervel,2425,Burschowsky Matthias,2186,DRAW
Meier Alexander,2165,Graf Felix,2482,BLACK
Weindl Alfred,2344,Lins Philipp,2067,DRAW
Praxmarer Christian,1989,Matt Fabian,2191,DRAW
Poettinger Harald,2224,Nedelchev Nikolay,2045,DRAW
Riha Alexander,2037,Mira Helene,2066,DRAW
