PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Wegener Olaf,2441,Hertneck Gerald,2465,BLACK
Sulava Nenad,2441,Braeuer Franz,2387,BLACK
Pogan Nikolas,2284,Farkas Richard,2236,DRAW
Gara Anita,2341,Spornberger Maximilian,2347,BLACK
Hengl Christian,2245,Kaspret Guido,2308,DRAW
Egger Martin,2061,Hoellrigl Wilfried,2153,BLACK
