PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Wegener Olaf,2437,Roth Peter,2191,DRAW
Harringer Franz,2264,Braeuer Franz,2297,DRAW
Zimmermann Ulrich,2272,Juergens Klaus,2140,DRAW
Scheiblmaier Robert,2184,Pogan Nikolas,2293,BLACK
Hoellrigl Wilfried,2183,Loeffler Christoph,2167,BLACK
Herrmann Michael,2115,Jedinger Andreas,2169,DRAW
