PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Burschowsky Matthias,2186,Froewis Georg,2422,BLACK
Novkovic Milan,2381,Meier Alexander,2165,DRAW
Lins Philipp,2067,Gaertner Guntram,2280,DRAW
Atlas Dmitry,2177,Monz Dieter,2102,DRAW
Nedelchev Nikolay,2045,Sandholzer Robert,2192,BLACK
Kuntner Reinhard,1943,Niedermair Hannes,1990,BLACK
