PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Medvegy Zoltan,2516,Roth Peter,2191,WHITE
Harringer Franz,2264,Konnyu Janos,2314,BLACK
Dovzik Juri,2335,Juergens Klaus,2140,BLACK
Scheiblmaier Robert,2184,Riediger Martin,2264,DRAW
Knechtel Roland,2205,Besner Bernhard,2201,WHITE
Loeffler Christoph,2167,Kuecher Wolfgang,2079,DRAW
