PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Berchtenbreiter Maximilian,2384,Jorczik Julian,2385,DRAW
Weindl Alfred,2331,Nuber Blasius,2349,DRAW
Niedermeier Thomas,2194,Dobosz Henryk,2389,DRAW
Abhau Jochen,2265,Hajdarevic Dino,2135,DRAW
Meier Alexander,2186,Bezler Rainer,2215,BLACK
Poettinger Harald,2212,Sucher Johannes,2169,WHITE
