PlayerWhite,EloWhite,PlayerBlack,EloBlack,Winner
Besner Bernhard,2211,Spornberger Maximilian,2347,Spornberger, Maximilian
Gatterer Florian,2223,Roth Peter,2119,DRAW
Juergens Klaus,2161,Hengl Christian,2245,DRAW
Hoellrigl Wilfried,2153,Loeffler Christoph,2159,Hoellrigl, Wilfried
Herrmann Michael,2103,Jedinger Andreas,2105,DRAW
Babinetz Rainer,2011,Vlasak Reinhard,2049,Vlasak, Reinhard
