PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Medvegy Zoltan,2526,Fedorovsky Michael,2444,DRAW
Braeuer Franz,2387,Dovzik Juri,2303,DRAW
Webersberger Johann,2376,Pogan Nikolas,2284,WHITE
Spornberger Maximilian,2347,Ager Josef,2109,WHITE
Knechtel Roland,2258,Hengl Christian,2245,BLACK
Hoellrigl Wilfried,2153,Kuecher Wolfgang,2077,WHITE
