PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Berchtenbreiter Maximilian,2384,Wegener Olaf,2441,BLACK
Braeuer Franz,2387,Nuber Blasius,2349,DRAW
Hajdarevic Dino,2135,Pogan Nikolas,2284,DRAW
Spornberger Maximilian,2347,Meier Alexander,2186,DRAW
Sucher Johannes,2169,Jedinger Andreas,2105,WHITE
Hoellrigl Wilfried,2153,Georgiev Georgi,2107,DRAW
