PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Bezold Michael,2518,Bayer Bernhard,2444,DRAW
Panteleev Petar,2306,Novkovic Milan,2381,BLACK
Gaertner Guntram,2280,Fuchs Georg,2230,DRAW
Blaas Hansjoerg,2261,Atlas Dmitry,2177,DRAW
Sandholzer Robert,2192,Gruber Michael,2205,DRAW
Kondrak Christof,2165,Kuntner Reinhard,1943,DRAW
