PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Serafimov Tervel,2425,Medvegy Zoltan,2516,DRAW
Konnyu Janos,2314,Graf Felix,2482,DRAW
Weindl Alfred,2344,Dovzik Juri,2335,DRAW
Ager Josef,2167,Matt Fabian,2191,BLACK
Poettinger Harald,2224,Kuecher Wolfgang,2079,DRAW
Fruehauf Norbert,2055,Mira Helene,2066,BLACK
