PlayerWhite,EloWhite,PlayerBlack,EloBlack,Winner
Froewis Georg,2434,Votava Jan,2524,DRAW
Lanka Zigurds,2422,Baldauf Marco,2420,Lanka, Zigurds
Studer Noël,2405,Platzgummer Fabian,2332,Platzgummer, Fabian
Hausner Ivan,2332,Amann Guenter,2347,DRAW
Gaertner Guntram,2226,Tabernig Bernhard,2328,DRAW
Kleissl Helmut,2295,Atlas Dmitry,2220,Kleissl, Helmut
