PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Hertneck Gerald,2465,Krassowizkij Jaroslaw,2408,BLACK
Eisenbeiser Amadeus,2365,Sulava Nenad,2441,DRAW
Farkas Richard,2236,Anistratov Dmitrij,2305,DRAW
Mittelberger Peter,2203,Gara Anita,2341,DRAW
Kaspret Guido,2308,Quintero Ortega Carlos,2190,DRAW
Scheffknecht Philipp,2152,Frank Jeremias,1929,DRAW
