PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Krstic Uros,2428,Bayer Bernhard,2441,DRAW
Panteleev Petar,2239,Biti Ozren,2353,DRAW
Roeberg Frank,2249,Fuchs Georg,2187,DRAW
Gruber Michael,2196,Hecht Hans-Joachim,2326,DRAW
Mikulic Oliver,2120,Binder Moriz,2146,BLACK
Streiter Gerhard,1986,Ljubic Juro,2213,BLACK
