PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Breder Dennis,2471,Wachinger Guenther,2233,WHITE
Niedermeier Thomas,2194,Froewis Georg,2434,DRAW
Baldauf Marco,2420,Hajdarevic Dino,2135,WHITE
Meier Alexander,2186,Kessler Luca,2324,BLACK
Gaertner Guntram,2226,Heinrich Thomas,2144,BLACK
Georgiev Georgi,2107,Atlas Dmitry,2220,DRAW
