PlayerWhite,EloWhite,PlayerBlack,EloBlack,Result
Berchtenbreiter Maximilian,2384,Zelbel Patrick,2441,DRAW
Bertagnolli Alexander,2343,Nuber Blasius,2349,DRAW
Wachinger Guenther,2233,Koepke Christian,2322,DRAW
Levushkina Elena,2299,Sucher Johannes,2169,BLACK
Heinrich Thomas,2144,Maurer Jochen,2254,DRAW
Steinbacher Thomas,2077,Georgiev Georgi,2107,BLACK
